family,subfamily_sci,subfamily_common,sciName,comName,BAMONA,date.observed,number,observer,year,month,day,location,source,image
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/11/1987,1,J. Nekola,1987,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,9/11/1987,1,J. Nekola,1987,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/11/1988,1,J. Nekola,1988,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Euphyes dion,Dion Skipper,https://www.butterfliesandmoths.org/species/Euphyes-dion,9/10/1994,1,SPH,1994,9,10,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,9/9/1995,1,J. Pippen,1995,9,9,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Libytheinae,Snout Butterflies,Libytheana carinenta,American Snout,https://www.butterfliesandmoths.org/species/Libytheana-carinenta,5/19/1996,4,HEL,1996,5,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,5/19/1996,4,HEL,1996,5,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,5/19/1996,3,HEL,1996,5,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,8/3/1997,1,G. Dodge,1997,8,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis juvenalis,Juvenal's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-juvenalis,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Nymphalis antiopa,Mourning Cloak,https://www.butterfliesandmoths.org/species/Nymphalis-antiopa,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,3/29/1998,4,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias philodice,Clouded Sulphur,https://www.butterfliesandmoths.org/species/Colias-philodice,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,3/29/1998,1,R. Emmitt,1998,3,29,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis juvenalis,Juvenal's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-juvenalis,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis brizo,Sleepy Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-brizo,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Callophrys henrici,Henry's Elfin,https://www.butterfliesandmoths.org/species/Callophrys-henrici,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Anthocharis midea,Falcate Orangetip,https://www.butterfliesandmoths.org/species/Anthocharis-midea,3/28/1999,1,K. Fiala,1999,3,28,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis juvenalis,Juvenal's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-juvenalis,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa virginiensis,American Lady,https://www.butterfliesandmoths.org/species/Vanessa-virginiensis,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Anthocharis midea,Falcate Orangetip,https://www.butterfliesandmoths.org/species/Anthocharis-midea,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,4/8/2000,1,D. Burnette,2000,4,8,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,9/30/2000,2,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Urbanus proteus,Long-tailed Skipper,https://www.butterfliesandmoths.org/species/Urbanus-proteus,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/30/2000,3,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/30/2000,4,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Nymphalis antiopa,Mourning Cloak,https://www.butterfliesandmoths.org/species/Nymphalis-antiopa,9/30/2000,1,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/30/2000,10,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,9/30/2000,3,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/30/2000,4,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/30/2000,20,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/30/2000,2,P. Coin,2000,9,30,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis juvenalis,Juvenal's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-juvenalis,3/16/2002,25,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,3/16/2002,2,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,3/16/2002,2,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,3/16/2002,3,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,3/16/2002,6,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Anthocharis midea,Falcate Orangetip,https://www.butterfliesandmoths.org/species/Anthocharis-midea,3/16/2002,6,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias eurytheme,Orange Sulphur,https://www.butterfliesandmoths.org/species/Colias-eurytheme,3/16/2002,2,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,3/16/2002,2,W. Cook,2002,3,16,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Erynnis juvenalis,Juvenal's Duskywing,https://www.butterfliesandmoths.org/species/Erynnis-juvenalis,4/7/2002,8,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Cyllopsis gemma,Gemmed Satyr,https://www.butterfliesandmoths.org/species/Cyllopsis-gemma,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,4/7/2002,10,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,4/7/2002,2,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Anthocharis midea,Falcate Orangetip,https://www.butterfliesandmoths.org/species/Anthocharis-midea,4/7/2002,1,R. Emmitt,2002,4,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Pompeius verna,Little Glassywing,https://www.butterfliesandmoths.org/species/Pompeius-verna,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Thorybes pylades,Northern Cloudywing,https://www.butterfliesandmoths.org/species/Thorybes-pylades,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,5/12/2002,19,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,5/12/2002,16,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Strymon melinus,Gray Hairstreak,https://www.butterfliesandmoths.org/species/Strymon-melinus,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Satyrium liparops,Striped Hairstreak,https://www.butterfliesandmoths.org/species/Satyrium-liparops,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,5/12/2002,18,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa virginiensis,American Lady,https://www.butterfliesandmoths.org/species/Vanessa-virginiensis,5/12/2002,4,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Libytheinae,Snout Butterflies,Libytheana carinenta,American Snout,https://www.butterfliesandmoths.org/species/Libytheana-carinenta,5/12/2002,4,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,5/12/2002,2,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,5/12/2002,4,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,5/12/2002,4,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa celtis,Hackberry Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-celtis,5/12/2002,3,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,5/12/2002,31,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,5/12/2002,12,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,5/12/2002,15,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,5/12/2002,6,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,5/12/2002,2,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Apaturinae,Emperors,Asterocampa clyton,Tawny Emperor,https://www.butterfliesandmoths.org/species/Asterocampa-clyton,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,5/12/2002,2,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,5/12/2002,1,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,5/12/2002,4,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,5/12/2002,2,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,5/12/2002,2,W. Cook,2002,5,12,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Panoquina ocola,Ocola Skipper,https://www.butterfliesandmoths.org/species/Panoquina-ocola,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa virginiensis,American Lady,https://www.butterfliesandmoths.org/species/Vanessa-virginiensis,9/27/2003,1,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/27/2003,1,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Danainae,Milkweed Butterflies,Danaus plexippus,Monarch,https://www.butterfliesandmoths.org/species/Danaus-plexippus,9/27/2003,4,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa cardui,Painted Lady,https://www.butterfliesandmoths.org/species/Vanessa-cardui,9/27/2003,1,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Pyrisitia lisa,Little Yellow,https://www.butterfliesandmoths.org/species/Pyrisitia-lisa,9/27/2003,1,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/27/2003,0,P. Coin,2003,9,27,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,4/22/2004,1,D. Pugh,2004,4,22,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,4/22/2004,1,D. Pugh,2004,4,22,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Cyllopsis gemma,Gemmed Satyr,https://www.butterfliesandmoths.org/species/Cyllopsis-gemma,4/22/2004,1,D. Pugh,2004,4,22,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Anthocharis midea,Falcate Orangetip,https://www.butterfliesandmoths.org/species/Anthocharis-midea,4/22/2004,1,D. Pugh,2004,4,22,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
