family,subfamily_sci,subfamily_common,sciName,comName,BAMONA,date.observed,number,observer,year,month,day,location,source,image
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,5/7/2011,5,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,5/7/2011,4,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,5/7/2011,6,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Chlosyne nycteis,Silvery Checkerspot,https://www.butterfliesandmoths.org/species/Chlosyne-nycteis,5/7/2011,30,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Heliconiinae,Heliconians and Fritillaries,Euptoieta claudia,Variegated Fritillary,https://www.butterfliesandmoths.org/species/Euptoieta-claudia,5/7/2011,4,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,5/7/2011,2,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,5/7/2011,15,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Battus philenor,Pipevine Swallowtail,https://www.butterfliesandmoths.org/species/Battus-philenor,5/7/2011,1,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,5/7/2011,5,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Pierinae,Whites,Pieris rapae,Cabbage White,https://www.butterfliesandmoths.org/species/Pieris-rapae,5/7/2011,2,W. Cook,2011,5,7,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Pompeius verna,Little Glassywing,https://www.butterfliesandmoths.org/species/Pompeius-verna,8/2/2011,1,D. Pugh,2011,8,2,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,8/2/2011,1,D. Pugh,2011,8,2,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,8/2/2011,7,D. Pugh,2011,8,2,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,8/2/2011,3,D. Pugh,2011,8,2,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,8/2/2011,2,D. Pugh,2011,8,2,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/3/2011,1,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/3/2011,1,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/3/2011,2,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/3/2011,5,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,9/3/2011,2,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Danainae,Milkweed Butterflies,Danaus plexippus,Monarch,https://www.butterfliesandmoths.org/species/Danaus-plexippus,9/3/2011,1,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,9/3/2011,2,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,9/3/2011,1,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Chlosyne nycteis,Silvery Checkerspot,https://www.butterfliesandmoths.org/species/Chlosyne-nycteis,9/3/2011,2,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,9/3/2011,5,D. Pugh,2011,9,3,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/19/2011,1,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Theclinae,Hairstreaks,Calycopis cecrops,Red-banded Hairstreak,https://www.butterfliesandmoths.org/species/Calycopis-cecrops,9/19/2011,1,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Satyrodes appalachia,Appalachian Brown,https://www.butterfliesandmoths.org/species/Satyrodes-appalachia,9/19/2011,1,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,9/19/2011,5,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Cyllopsis gemma,Gemmed Satyr,https://www.butterfliesandmoths.org/species/Cyllopsis-gemma,9/19/2011,1,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/19/2011,1,D. Pugh,2011,9,19,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,2/23/2012,3,D. Pugh,2012,2,23,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,2/23/2012,1,D. Pugh,2012,2,23,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Enodia anthedon,Northern Pearly-eye,https://www.butterfliesandmoths.org/species/Enodia-anthedon,5/5/2012,5,W. Cook,2012,5,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Chlosyne nycteis,Silvery Checkerspot,https://www.butterfliesandmoths.org/species/Chlosyne-nycteis,5/5/2012,25,W. Cook,2012,5,5,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Nathalis iole ,Dainty Sulphur,https://www.butterfliesandmoths.org/species/Nathalis-iole-,9/11/2012,1,A. Iyoob,2012,9,11,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa virginiensis,American Lady,https://www.butterfliesandmoths.org/species/Vanessa-virginiensis,4/21/2013,1,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,4/21/2013,1,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,4/21/2013,1,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,4/21/2013,1,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,4/21/2013,9,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,4/21/2013,1,"Bouton, Pippen",2013,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Danainae,Milkweed Butterflies,Danaus plexippus,Monarch,https://www.butterfliesandmoths.org/species/Danaus-plexippus,5/23/2013,1,T. Krakauer,2013,5,23,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,5/24/2013,2,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,5/24/2013,1,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,5/24/2013,10,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,5/24/2013,1,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Chlosyne nycteis,Silvery Checkerspot,https://www.butterfliesandmoths.org/species/Chlosyne-nycteis,5/24/2013,3,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,5/24/2013,2,D. Pugh,2013,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Lerema accius,Clouded Skipper,https://www.butterfliesandmoths.org/species/Lerema-accius,9/28/2014,2,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Hylephila phyleus,Fiery Skipper,https://www.butterfliesandmoths.org/species/Hylephila-phyleus,9/28/2014,2,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Atalopedes campestris,Sachem,https://www.butterfliesandmoths.org/species/Atalopedes-campestris,9/28/2014,1,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Danainae,Milkweed Butterflies,Danaus plexippus,Monarch,https://www.butterfliesandmoths.org/species/Danaus-plexippus,9/28/2014,1,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,9/28/2014,4,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio troilus,Spicebush Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-troilus,9/28/2014,1,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Phoebis sennae,Cloudless Sulphur,https://www.butterfliesandmoths.org/species/Phoebis-sennae,9/28/2014,5,T. Krakauer,2014,9,28,bot,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Danainae,Milkweed Butterflies,Danaus plexippus,Monarch,https://www.butterfliesandmoths.org/species/Danaus-plexippus,4/21/2015,1,Mark  Kosiewski,2015,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,4/21/2015,1,Mark  Kosiewski,2015,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,4/21/2015,1,Mark  Kosiewski,2015,4,21,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,5/13/2015,1,Lisa Dellwo,2015,5,13,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,5/13/2015,1,Lisa Dellwo,2015,5,13,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis arthemis,Red-spotted Purple,https://www.butterfliesandmoths.org/species/Limenitis-arthemis,5/13/2015,1,Lisa Dellwo,2015,5,13,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa virginiensis,American Lady,https://www.butterfliesandmoths.org/species/Vanessa-virginiensis,5/24/2015,1,D. Pugh,2015,5,24,mf,legrand,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,5/30/2015,1,laura hamon,2015,5,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,5/30/2015,1,laura hamon,2015,5,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,5/30/2015,1,laura hamon,2015,5,30,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Pyrginae,Spread-winged Skipper,Epargyreus clarus,Silver-spotted Skipper,https://www.butterfliesandmoths.org/species/Epargyreus-clarus,6/5/2015,5,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,6/5/2015,1,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,6/5/2015,4,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,6/5/2015,1,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Eurytides marcellus,Zebra Swallowtail,https://www.butterfliesandmoths.org/species/Eurytides-marcellus,6/5/2015,1,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Abaeis nicippe,Sleepy Orange,https://www.butterfliesandmoths.org/species/Abaeis-nicippe,6/5/2015,1,laura hamon,2015,6,5,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Poanes zabulon,Zabulon Skipper,https://www.butterfliesandmoths.org/species/Poanes-zabulon,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,6/12/2015,6,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,6/12/2015,3,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,6/12/2015,9,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Heliconiinae,Heliconians and Fritillaries,Euptoieta claudia,Variegated Fritillary,https://www.butterfliesandmoths.org/species/Euptoieta-claudia,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio troilus,Spicebush Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-troilus,6/12/2015,1,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias eurytheme,Orange Sulphur,https://www.butterfliesandmoths.org/species/Colias-eurytheme,6/12/2015,2,laura hamon,2015,6,12,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,6/19/2015,3,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,6/19/2015,6,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,6/19/2015,5,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,6/19/2015,2,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,6/19/2015,8,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,6/19/2015,3,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Battus philenor,Pipevine Swallowtail,https://www.butterfliesandmoths.org/species/Battus-philenor,6/19/2015,2,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Pieridae,Coliandinae,Sulphurs,Colias eurytheme,Orange Sulphur,https://www.butterfliesandmoths.org/species/Colias-eurytheme,6/19/2015,2,laura hamon,2015,6,19,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina ladon,Spring Azure,https://www.butterfliesandmoths.org/species/Celastrina-ladon,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Libytheinae,Snout Butterflies,Libytheana carinenta,American Snout,https://www.butterfliesandmoths.org/species/Libytheana-carinenta,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,6/26/2015,11,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,6/26/2015,30,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia interrogationis,Question Mark,https://www.butterfliesandmoths.org/species/Polygonia-interrogationis,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Limenitidinae,Admirals,Limenitis archippus,Viceroy,https://www.butterfliesandmoths.org/species/Limenitis-archippus,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Papilio glaucus,Eastern Tiger Swallowtail,https://www.butterfliesandmoths.org/species/Papilio-glaucus,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Papilionidae,Papilioninae,Swallowtails,Battus philenor,Pipevine Swallowtail,https://www.butterfliesandmoths.org/species/Battus-philenor,6/26/2015,1,laura hamon,2015,6,26,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/3/2015,1,laura hamon,2015,7,3,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/3/2015,1,laura hamon,2015,7,3,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/3/2015,1,laura hamon,2015,7,3,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Hesperiidae,Hesperiinae,Grass Skipper,Ancyloxypha numitor,Least Skipper,https://www.butterfliesandmoths.org/species/Ancyloxypha-numitor,7/10/2015,1,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Cupido comyntas,Eastern Tailed-blue,https://www.butterfliesandmoths.org/species/Cupido-comyntas,7/10/2015,4,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Lycaenidae ,Polyommatinae,Blues,Celastrina neglecta,Summer Azure,https://www.butterfliesandmoths.org/species/Celastrina-neglecta,7/10/2015,1,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Satyrinae,Satyrs,Hermeuptychia sosybius,Carolina Satyr,https://www.butterfliesandmoths.org/species/Hermeuptychia-sosybius,7/10/2015,1,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Junonia coenia,Common Buckeye,https://www.butterfliesandmoths.org/species/Junonia-coenia,7/10/2015,1,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Polygonia comma,Eastern Comma,https://www.butterfliesandmoths.org/species/Polygonia-comma,7/10/2015,1,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Phyciodes tharos,Pearl Crescent,https://www.butterfliesandmoths.org/species/Phyciodes-tharos,7/10/2015,6,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
Nymphalidae,Nymphalinae,True Brush-foots,Vanessa atalanta,Red Admiral,https://www.butterfliesandmoths.org/species/Vanessa-atalanta,7/10/2015,6,laura hamon,2015,7,10,mf,citsci,http://www.londonbaystationery.com/Images/butterfly.jpg
